msg_id,msg,label,subset
1817,"#продажа домов под ключ, в районе пареклиша, города лимассол. комплекс состоит из 5 домов. качественная  отделка, крытая парковка, бассейн личного пользования и зона отдыха.     на стадии строительства: срок сдачи 12-14 месяцев  внутренняя площадь 151 м2 площадь участков от 332 м2 8 минут езды от моря 3 спальни   под ключ цена: от €365,000 ⠀ пареклиша агент лиц.: no:224/e",0,train
1818,"важно: [b n](tg://user?id=358632564), если ты не бот и не спамер, пройди проверку, нажав на кнопку, где есть ",0,train
1819,"[кабаев наталия](tg://user?id=5503592074), you were banned (spam).",0,train
1820,"агент, лиц. номер 801/283e. долгосрочная аренда (от года). лимассол, район агия фила. просторная 2-спальная квартира, с отдельным гардеробом. большой крытая веранда, крытая парковка. 2 санузла. с мебелью. доступна к заселению.  стоимость €2300 в месяц.",1,train
1821,"продажа agent reg.  no: 758, license 410/e  вилла /4 спальни / лимассол,гермассоя  цена € 2,7 млн  продается шикарная вилла в престижном районе на вершине холма месовуни, гермассоя, откуда открывается необыкновенный панорамный вид на лимассол.  вилла расположена на участке площадью 1558 кв.м., с удивительным ландшафтым садом с бассейном и просторной зоной отдыха с барбекю и газибо.  обшая площадь 850 м2   2 гостиные-столовые,   2 кухни,   5 спальни,   5 ванных комнат,   кабинет,   кладовая,   2 сауны,  полы с подогревом,   камин,   система сигнализации,   центральное отопление,  спутниковое телевидение и многое другое.    титул имеется!    для подробной информации   больше фото в личные сообщения  или на сайте re/max mls - 480031095-33 сотрудничаю с агентами.    надежда +35797821787 whatsapp",0,train
1822," привет [anton sha](tg://user?id=376636102)! это бесплатная группа по аренде и продаже недвижимости в республике кипр (длительно / посуточно - сдам / сниму)   размещай свои объявления с фотографиями (1-6 штук)   один объект - не чаще чем раз в 3 дня (не нужно спамить!)   посты только по теме группы, с указанием #сдам #сниму #ищу   указать город / курорт, где находится объект  ️невыполнение этих пунктов = бан   подобные группы у нас есть по разным [**странам мира  ](http://t.me/russian_groups)**купить рекламное место здесь - пишите @reklamaforum360",0,train
1823,"#продажа – 2х спальная квартира на первой береговой линии пафоса в закрытом комплексе! продажа - специальное предложение!!! локация: кипр /пафос     спальни.  общая крытая площадь квартиры 113м2, в том числе крытая веранда 28м2 2 этаж   2 санузла  высокие потолки! панорамные шикарные виды на море из квартиры! лифт! чистый, ухоженный, зеленый комплекс с ландшафтными садами!   крытая парковка   кладовая комната  солнечные батареи нагрева воды  бассейн тренажерный зал развитая инфраструктура  самая престижная локация в пафосе!!!  продается полностью меблированной, включая всю бытовую технику!   титул в наличие; дом 2014 года. в отличном тех.состоянии! идеальный вариант как для жизни так и под инвестиции больше фото и видеобзор квартиры отправлю по запросу.  ***стоимость всего – 650.000 евро. без ндс. *** по вопросам звоните/пишите  +357 95570105 (whatsapp).",0,train
1824,"продажа  хороший меблированный 5 сп дом в закрытом и охраняемом комплексе amathusia (напротив отеля амара), район агиос тихонас, лимассол. вся инфраструктура, супермаркеты в нескольких минутах езды.  до пляжа 5 мин ходьбы. площадь дома: 220 кв.м кухня открытого плана  гостиная 5  спален  гардеробная ванные комнаты: 3 + гостевой санузел  тёплый пол  2 балкона зона барбекю  терраса  бассейн  сад парковка в комплексе: 2 общих бассейна, тренажёрный зал,  сауна титул в наличии  цена 1 100 000 eur  +357 95592209",0,train
1825,"#сниму  #rent   находимся в лимасоле, ищем квартиру с 1 или 2 спальнями. есть кошка, готовы внести дополнительный депозит. полностью или частично мебелированная, важно, чтобы была стиральная машина, посудомойка и холодильник. готовы рассмотреть любой район до хайвея, наиболее предпочтительные - germasogeia, neapolis.  бюджет: 900-1200€  we are located in limassol, looking for an apartment with 1 or 2 bedrooms. there is a cat, ready to make an additional deposit. fully or partially furnished, it is important that there is a washing machine, dishwasher and refrigerator. we are ready to consider any area up to the highway, the most preferred are germasogeia, neapolis.  budget: 900-1200€",0,train
1826,ищем квартиру 2семья из 3 человек,0,train
1827,добрый день! ищу квартиру (1-2 спальни) в ларнаке на долгий срок. максимальный бюджет 650 евро.,0,train
1828,"важно: [nik ivanov](tg://user?id=350001752), если ты не бот и не спамер, пройди проверку, нажав на кнопку, где есть ",0,train
1829,"[adi](tg://user?id=5443255264), you were banned (spam).",0,train
1830,"[jerguš mečiar](tg://user?id=5457711365), you were banned (spam).",0,train
1831,"продажа эксклюзивных квартир под ключ, в районепанфея (panthea), города лимассол. проект состоит из 8 квартир.  ⠀ срок сдачи : декабрь 2023г.   в наличии квартиры: остались только 3-ех спальные квартиры, стоимостью от €505,000+ндс   внутренняя площадь 122,7м2   особенности проекта: (включены в стоимость) • кладовые  • тёплые полы • кондиционеры  • электрические жалюзи  • частная парковка • двойное остекление - звукоизоляция • сантехника высокого качества   энергетический класс: соблюдает стандарты класса «а» агент лиц.: no:224/e",0,train
1832,"привет! ищем долгосрочную аренду (12 месяцев) в никосии.  мы: 2 человека (муж|жена), без питомцев. интересует: 2 спальни (1 может быть пустой, это даже плюс) меблированная по локации: см прикреплённую картинку - это идеально, но готовы рассмотреть и ближе к anglanjia. в идеале: недавно (до 5 лет) ремонтированные или новые дома. бюджет: до 1100€",0,train
1833,"никосия, аренда, агент. plaza estates ltd. - licensed estate agents no. 646, lic no. 160/e сдаётся 3-спальная квартира, расположенная в доме, который принадлежит одной семье. квартира находится в строволосе в районе коста теодору. квартира была полностью отремонтирована. в квартире бытовая техника из нержавеющей стали на кухне, а также новая стиральная машина. во всех 3 спальнях установлены кондиционеры, центральное отопление, есть кладовка. здание полностью теплоизолировано для большей экономии тепла и охлаждения. стоимость аренды - 900 евро в месяц. по всем вопросам обращаться к джорджу - 99330908.",0,train
1834,"**аренда | офис | 727 м2 | agios athanasios, limassol | €35.000** современное офисное помещение • этаж: 3 • этажность: 6 • расстояние до моря — 2200 м • вид на море и на горы • кондиционирование воздуха • конференц-зал • кухня • лифт • 13 парковочных мест • класс энергоэффективности: a • объект №49667 обращайтесь к нам для получения дополнительной информации (ru / eng / gr) https://dom.com.cy/catalog/rent/49667/",0,train
1835,"важно: [светлана вульф](tg://user?id=1655044412), если ты не бот и не спамер, пройди проверку, нажав на кнопку, где есть ",0,train
1836,[bad girl](tg://user?id=1794490358) has been banned! reason: [cas ban](https://cas.chat/query?u=1794490358).,0,train
1837,"семья в составе муж/жена/кот в поиске квартиры/дома/апартаментов (2 спальни). живем на кипре уже около полугода, есть пинк слип, работаем в it. сфере. локация :  лимассол либо окрестности с прямым доступом к sea road . только долгосрочная аренда, от 1-2 лет. бюджет до 1200 a family consisting of a husband/wife /cat in search of an apartment/house /apartment (2 bedrooms). we have been living in cyprus for about six months, there is a pink slip, we work in the it. sphere. location : limassol or the surrounding area with direct access to sea road . only long-term rental, from 1-2 years. budget up to 1200",0,train
1838,"️аренда•потамос гермасойя  совершенно новый 2-х этажный дом в комплексе в 200м от моря 5 спален, 7 с/у+терраса на крыше тёплые полы  1-й этаж : кухня+гостиная ( 100м2)  2-й этаж: 3 спальни ( 95м2)  basement: 2 спальни, комната для спортзала и комната для домашнего кинотеатра/офис  ( 130м2) общий бассейн, паркинг  стоимость: 6.000€/мес",1,train
1839,"важно: [михаил прейскурантов](tg://user?id=297597678), если ты не бот и не спамер, пройди проверку, нажав на кнопку, где есть ",0,train
1840,"лимассол, владелец, аренда, магазин или офис с видом на море, 9 рядом tga fridays  , kanika enaerios   €1500,  sqm  , 60 tel : 99 008264",1,train
1841,"το safer option trade (sot) είναι ο κορυφαίος πάροχος υπηρεσιών επενδύσεων και εξόρυξης bitcoin στον κόσμο.  η ομάδα προγραμματιστών πληροφορικής μας έχει βαθιά γνώση της εξόρυξης bitcoin, των περιουσιακών στοιχείων και γι_ αυτό εργάζεται αφοσιωμένα για να κάνει την εξόρυξη προσβάσιμη σε όλους.  ο κύριος στόχος μας είναι, όλοι οι άνθρωποι να έχουν γνώσεις σχετικά με την εξόρυξη cloud bitcoin, τις επενδύσεις και αρχίζουν να κερδίζουν από την εξόρυξη bitcoin, ανεξάρτητα από την τοποθεσία, το πείραμα, την επένδυση και την ηλικία.  έχουμε πολλά κέντρα δεδομένων σε διαφορετικές χώρες για υψηλότερη ταχύτητα, ασφάλεια και εύκολη προσβασιμότητα...... μιλήστε με στο whatsapp για περισσότερα +63 981 027 5615",0,train
1842," привет [kristiana](tg://user?id=420818934)! это бесплатная группа по аренде и продаже недвижимости в республике кипр (длительно / посуточно - сдам / сниму)   размещай свои объявления с фотографиями (1-6 штук)   один объект - не чаще чем раз в 3 дня (не нужно спамить!)   посты только по теме группы, с указанием #сдам #сниму #ищу   указать город / курорт, где находится объект  ️невыполнение этих пунктов = бан   подобные группы у нас есть по разным [**странам мира  ](http://t.me/russian_groups)**купить рекламное место здесь - пишите @reklamaforum360",0,train
1843,"куплю квартиру 1, 2 спальни в районе ларнака . бюджет до 100 т евро",0,train
1844,"не совсем понятно, кто получил loan после 31.12.2021 - тоже можно подать на субсидии7",1,train
1845,site,0,train
1846,"добрый день! семья из двух человек снимет 1-2-комнатную квартиру в ларнаке.  на длительный срок.  бюджет до €1200. пишите, пожалуйста, в личные сообщения.",0,train
1847,"продажа, собственник  локация: лимассол, район linopetra  продаются 5 квартир в новом жилом комплексе parkside residence в 700 метрах от парка дасуди с бассейном. дом сдан в январе 2022 года.  двухспальная квартира, расположенная на первом этаже.  s: 99.37 м2 (общая s: 137.29 м2)  цена 598,500 eur + vat (без торга)  дуплекс с двумя спальнями, расположенный на первом и втором этаже. s: 109.94 м2 (общая s: 145.88 м2)  цена 630,000 eur + vat (без торга)  трехспальная квартира, расположенная на первом этаже. s: 132.16 м2 (общая s: 171.20 м2)  цена 735,000 eur + vat (без торга)  двухспальная квартира, расположенная на втором этаже. s: 98.23 м2 (общая s: 129.03 м2)  цена 556,500 eur + vat (без торга)  пентхаус с тремя спальнями и личным бассейном на крыше, расположенный на третьем этаже.  s: 134.29 м2, общая s: 176.73 м2 (s крыши: 87.38 м2)  цена: 945,000 eur + vat (без торга)  особенности: - все квартиры имеют фотопанели на крыше здания, которые вырабатывают электроэнергию и помогают сильно съэкономить на счетах за электричество - все квартиры имеют большой балкон с видом на море - все квартиры имеют закрытые от солнца парковочные места - все квартиры имеют специальное место для установки стиральной машины и сушилки для белья - комплекс примыкает к парку - в комплексе работает видеонаблюдение  интерьер: - итальянские шкафы friul intagli в спальнях - итальянские кухни friul intagli - vrv система кондиционирования воздуха и подогрева полов daikin - паркетный пол в спальнях, гостиных и кухнях meister - мраморные полы и стены в ванных комнатах - алюминиевые окна с двойными стеклопакетами с высокой степенью термо- и звукоизоляции alumil   за дополнительной информацией обращайтесь в личные сообщения",0,train
1848,"#сниму студию или 1+1 не дорогую, скромную, в фамагусте. буду здесь учиться.",0,train
1849,"**продажа | 5-сп апартаменты | 255 м2 | saint raphael, limassol | €3.000.000 ** две квартиры в охраняемом комплексе возле отеля st. raphael • закрытый комплекс • этажность: 2 • вид на море • расстояние до моря — 50 м • бытовая техника • мебель • vrv-кондиционирование воздуха • отопление • кладовая комната • зона для барбекю • бассейн • парковка • титул • объект №47419 (видео) обращайтесь к нам для получения дополнительной информации (ru / eng / gr) https://dom.com.cy/catalog/sale/47419/",0,train
1850," привет [ира](tg://user?id=2092370080)! это бесплатная группа по аренде и продаже недвижимости в республике кипр (длительно / посуточно - сдам / сниму)   размещай свои объявления с фотографиями (1-6 штук)   один объект - не чаще чем раз в 3 дня (не нужно спамить!)   посты только по теме группы, с указанием #сдам #сниму #ищу   указать город / курорт, где находится объект  ️невыполнение этих пунктов = бан   подобные группы у нас есть по разным [**странам мира  ](http://t.me/russian_groups)**купить рекламное место здесь - пишите @reklamaforum360",0,train
1851,"[johnnie trillz](tg://user?id=5015260364), your message was deleted",0,train
1852,"for rent  limassol  detached 3 bedrooms house,panthea area, fully furnished, electrical appliances,underfloor heating,a/c units,garden.price €3000/monthly,2 deposits upfront. for information 99771047. galaxia estates agencies ltd  reg.no.489,lic.no.361/e",1,train
1853,"аренда. посуточно. сдам свои апартаменты caesar resort, дом коммодус студия  35 € в сутки, 8 этаж  подробности в личные сообщения",1,train
1854,"всем здравствуйте!  семейная пара с котом, ищем жильё для долгосрочной аренды 1 ком. квартиру в лимассоле.  бюджет до 1000€.  телефон 97851244 телеграмм, вотсап #ищу   hello!  married couple with the cat looking for a 1-bedroomed apartment in limassol for long-term rent. budget up to 1000€.  tel 97851244",0,train
1855,"агент, лиц. номер 801/283e. долгосрочная аренда (от года). лимассол, гермасогия. 1-спальная квартира, с большой крытой верандой. с мебелью.  стоимость €1300 в месяц, плюс €65 расходы по обслуживанию комплекса. в комплексе есть бассейн.",1,train
1856,"продажа, собственник  локация: лимассол, район germasogeia  продается 3-х спальный пентхаус в строящемся жилом комплексе rosewood residence в 700 метрах от парка дасуди и в 400 метрах от магазина papas. окончание строительства запланировано на сентябрь 2022.  трехспальный пентхаус с личным бассейном на крыше и 2 парковочными местами, расположен на четвертом и пятом этаже здания.  s квартиры: 131.15 м2,  s крытой веранды: 37.00 м2, s открытой веранды: 5.25 м2, s крышы: 61.50 м2 + два парковочных места и кладовка на ground floor.  цена 1,050,000 eur + vat (без торга)  особенности: - класс энергоэффективности: a+  - всего 14 квартир в комплексе; - в 700 м от пляжа эвкалиптового парка дасуди; - престижный и тихий жилой район; - общий бассейн, спортзал, сауна и крытая парковка;  интерьер: - паркетная доска; - высота потолков 3.15 м; - мраморные полы и стены в туалетных и ванных комнатах; - входные двери повышенной безопасности; - видео домофон; - водяной обогрев полов и система центрального кондиционирования; - высококачественная сантехника от известных европейских брендов; - термо-алюминевые оконные рамы; - первоклассные кухонные гарнитуры и гардеробные шкафы от европейских производителей;   за дополнительной информацией обращайтесь в личные сообщения",0,train
1857,"**sales** •reg.1053 lic.489/e **house in universal . a quiet place •••universal . paphos** •plot:  250 sqm •property size: 127 sqm •bedrooms: 3 + balconys  •bathrooms: 3 •swimming pool  •cover veranda + parking  **€ 315,000** we have a lot to offer  ==================== **продажа** •reg.1053 lic.489/е **дом в тихом месте в юниверсале •••юниверсал. пафос** •общая площадь: 250м2 •площадь дома: 127 м2 •спальни: 3 + балконы в каждой  •ванные комнаты: 3 •огромная веранда + 2 балкона  **€ 315 000**  **+35726935826****  директ telegram 24/7** у нас есть что вам предложить",0,train
1858,"управляющая компания предлагает на продажу 2 спальную квартиру в закрытом комплексе через дорогу от моря, район пареклиша. большой закрытый комплекс с двумя бассейнами, сауной, тренажёрным залом и детской площадкой. квартира с хорошим ремонтом, стеклопакеты, жалюзи, вся необходимая мебель и техника. владелец запрашивает 380,000 евро. больше объектов на продажу здесь  https://t.me/buylimassol   #продажа",0,train
1859,"аренда агиос тихонас (чуть выше хайвей), лимассол  **в долгосрочную аренду 3сп просторная квартира после ремонта, расположена на втором этаже** **в престижном районе агиос тихонас**.  рядом расположены детская площадка, супермаркет и греческая начальная школа.   • 3 спальни (одна с душевой комнатой и одна под рабочий кабинет либо детскую) • ванная комната • гостевой wc • кухня открытого плана с жилой и обеденной зонами • установлены новые экономичные кондиционеры • вся бытовая техника  • отопление во всех комнатах (дизель) • полы ламинат • веранда и балкон со спальни  • кладовая  • два парковочных места   **__цена - €2500/месяц + 2 депозита **__  телефон - 95 965325  агент рег. 829 |  лиц. № 224/е",1,train
1860,"добрый день!  ищем квартиру на долгий срок 3 взрослых + ребенок 7 лет.  лимассол, район agios tychon  ( недалеко от amothoountos 104)  бюджет 1300 евро.  с 19.08.",0,train
1861,for rent    specious 1 bedroom semi furnished apartment for rent in polemedia kato area.  quite area with family houses around.  located in a new building that has only 3 floors.  the apartment located on the 3 floor of the building.  74sqm built +48sqm veranda with place for bbq. mountain view from the balcony  all the electrical appliances is new  price 1250   96200206 what_supp +35796614312 telegram @nataliicy,1,train
1862,"sale |  1-bedroom apartment near kings mall |  72 m2 |  queens gardens, paphos |  €135.000  spacious apartments in a modern complex  • 2010y. complex  • floor: 2  • floors: 2  • distance to the sea — 200 m  • near kings mall   • appliances  • furniture  • air conditioning  • elevator  • swimming pool  • parking  • title deed",0,train
1863,#лимассол #продажа   продаётся вилла в районе агиос тихонас   5 спален 4 санузла бассейн подземная парковка на 3 авто ухоженный сад 30 соток земли теннисный корт  отдельная бильярдная  отдельный участок 10 соток под застройку  дома с подобными участками редкость для этой локации.   цена 3100000 . торг .,0,train
1864,"лимассол , ищу долгосрочно 1-2 ком квартиру возле моря для себя , бюджет 1500€",0,train
1865,"продажа – 4х спальный дом с видами на море! лимасол (кипр) сблокированный дом (semi-detached), расположен на возвышенности напротив отеля st.raphael, с шикарными видами на море. дом располагается на земельном участке площадью 620 кв. м, общая крытая площадь виллы составляет 440 кв. м. дата строительства 2011г. тип: 4 спален бассейн: есть. баня! дом полностью меблирован дорогой мебелью. месторасположение: параклиша (не деревня)       титул: есть цена: 1 200 000 евро.  vat - нет.  по вопросам звоните/пишите +357 95570105. (whatsapp)",0,train
1866,"всем привет, сдается в аренду офис в ларнаке бц арника. вводная информация: 3 этажа (4й, 5й или 6й). каждый этаж площадью 197 м2.  сделан базовый ремонт («white box» состояние).  если кто-то заинетерсован, прошу стучитесь ко мне в личку (+380672185665) ******** hello everyone, we propose for lease an office premise in larnaca (business center arnika). input: 3 floors (4ht, 5th & 6th). each floor is 197 m2.  basic repair works were conducted (“white box” condition).  if someone is interested, please contact me in private messages (+380672185665)",0,train
1867,"пипец, кто добавляет во все эти чаты??? жалоба на спам",0,train
1868,"аренда лимасол   germasoya   гермаcоя (за хайвеем,но недалеко от круга.) сдаётся в аренду просторная квартира168m² на цокольном этаже. 3 спальни со встроенными шкафами  1 туалет с душем 1 гостевой туалет отдельная кухня просторный зал. 3 веранды 2 парковочных места. конденционеры.  без коммунальных услуг.  оформление счетов без животных.   цена 1500 евро  2 депозита 1 аренда.   на данный момент в квартире идёт косметический ремонт. будут новые шторы, новая техника на кухню и необходимая мебель  в жилые комнаты.  без мебели квартира сдаётся 1000 евро в месяц.2×1.  будет готов для заезда 15 сентября  для брони нужно внести 2 депозита. больше информации по телефону 99 199 676   tommy_s estate rn186.ln56",1,train
1869," привет [tatyana](tg://user?id=808655517)! это бесплатная группа по аренде и продаже недвижимости в республике кипр (длительно / посуточно - сдам / сниму)   размещай свои объявления с фотографиями (1-6 штук)   один объект - не чаще чем раз в 3 дня (не нужно спамить!)   посты только по теме группы, с указанием #сдам #сниму #ищу   указать город / курорт, где находится объект  ️невыполнение этих пунктов = бан   подобные группы у нас есть по разным [**странам мира  ](http://t.me/russian_groups)**купить рекламное место здесь - пишите @reklamaforum360",0,train
1870,"apartment for rent  located in germasogeia area, walking distance to the beach. amazing town house with common pool and private parking. the town house contain2 floors, on the ground floor you can find a spacious kitchen, with a lovely living room and guest toilet. on the second floor you have 2 bedrooms with 1 bathroom & toilet. the town house is fully furnished and designed with all the necessary equipment washing machine, dishwasher, oven, fridge, microwave. amazing house in ideal location • rent- 2,200 euro per month + common expenses. • 2 deposits required and 1 month rent. • immediately entrance is possible   don_t hesitate to contact us for more information and arrange a viewing reg. number : 1111 license no. : 368/e",1,train
1871,давай посмотрим?,0,train
1872,зубной? половой?,0,train
1873,"кому требуется помощь с евровaкцинoй и сертификат для въезда в европу, канаду и сша, напишите в лс",0,train
1874," привет [tanuwi](tg://user?id=5573436008)! это бесплатная группа по аренде и продаже недвижимости в республике кипр (длительно / посуточно - сдам / сниму)   размещай свои объявления с фотографиями (1-6 штук)   один объект - не чаще чем раз в 3 дня (не нужно спамить!)   посты только по теме группы, с указанием #сдам #сниму #ищу   указать город / курорт, где находится объект  ️невыполнение этих пунктов = бан   подобные группы у нас есть по разным [**странам мира  ](http://t.me/russian_groups)**купить рекламное место здесь - пишите @reklamaforum360",0,train
1875,"#продажа – 6 спальный дом! срочная продажа - специальное предложение!!! лимасол (кипр)/ гермасойя турист / супермаркет папас                                                               тип: 6 спален / 2 уровня общая площадь дома: 417 кв.м площадь участка: 585 кв.м  4 wc  закрытый гараж + 1 открытая парковка  солнечные панели для горячей воды  система орошения участка  пешая доступность до моря / дасуди парк (5-6 минут)  локация     есть место под обустройство бассейна.  зона барбекю  отличный инвестиционный вариант. под реновацию. если вложить 150-200к, то этот дом можно будет продать в районе 1,5 млн евро!! плотность застройки 90%, этажность – 3, высотность – до 13,5 метров!  тихий и спокойный жилой район рядом со всеми городскими удобствами  и многое другое!  титул: есть!!! больше фото отправлю по запросу.  спец цена!!! 800 000 евро. ндс нет.  (цена по сути, это текущая рыночная стоимость одной только земли в этом районе) по вопросам звоните +357 95570105.",0,train
1876,"#обсуждение  с канала  @psypractica. подписывайтесь, тут много интересного.   10 трудностей эмигрантов за границей:  обострение всех тревог и стрессов от отсутствия внешней поддержки  обострение семейных конфликтов на фоне замалчивания мелочей  адаптация детей, отношения с детьми  языковой барьер, сопротивление учить язык  целеполагание, смена профессии, адаптация прежней профессии в новой среде  неврозы, панические атаки, тревожное расстройство  обострение психосоматики  одиночество  ценностные конфликты  нарастающая апатия и депрессивных состояний  полная версия видео доступна по ссылке.  https://t.me/psypractica/1078  пишите свои комментарии и мысли по этой теме в комментарии под этим постом",0,train
1877,#аренда/пафос  chloroka  новая современная вилла 3 спальни  новая мебель  техника кондиционеры крытый паркинг недалеко английская школа море в пешей доступности    долгосрочная аренда 2300€,0,train
1878,"rent /agent. rn 853 ln.395/e город : лимассол  -ипсонас   выше хайвей, всего в 10 минутах езды от центра лимассола  на первом этаже находится  •  гостиная  •  обеденная зона •  дополнительная зона с небольшой кладовой ( можно использовать как офис )  •  гостевой туалет •  отдельная кухня со всеми электроприборами     три просторные спальни расположены на втором уровне • в главной спальне есть ванная комната (только душ) • общая ванная комната (ванна и туалет) •  центральное отопление ( дизельное ) •  кондиционеры во всех комнатах •  окна с двойным остеклением /москитные сетки  •  солнечные панели для горячей воды • в сентябре  будет установлена система фотоволтаик - для экономии электричества  •  парковка •  крытая площадь: 160 кв.м. площадь участка: 260 кв.м. •  цена: аренда  2200 евро в месяц   за подробной информацией   +357 99406263 what_s app / viber / telegram",1,train
1879,"**продажа | 3-сп вилла | 150 м2 | protaras, famagusta | €375.000 ** шикарный дом в райском уголке кипра • этажность: 2 • расстояние до моря — 300 м • мебель • кондиционирование воздуха • площадка для барбекю • кладовая комната • бассейн • класс энергоэффективности: b • объект №49733 обращайтесь к нам для получения дополнительной информации (ru / eng / gr) https://dom.com.cy/catalog/sale/49733/",0,train
1880," привет [rustam](tg://user?id=877244040)! это бесплатная группа по аренде и продаже недвижимости в республике кипр (длительно / посуточно - сдам / сниму)   размещай свои объявления с фотографиями (1-6 штук)   один объект - не чаще чем раз в 3 дня (не нужно спамить!)   посты только по теме группы, с указанием #сдам #сниму #ищу   указать город / курорт, где находится объект  ️невыполнение этих пунктов = бан   подобные группы у нас есть по разным [**странам мира  ](http://t.me/russian_groups)**купить рекламное место здесь - пишите @reklamaforum360",0,train
1881,"добрый день! сниму на длительный срок 1 bedroom или студию в лимассоле, полностью мебилированную.  районы: mesa gitonia agiou athanasiou  neapolis  linopetra germasogeia it-специалист, без животных и вредных привычек. бюджет до 1500 евро/месяц.   hello! i’m looking for an apartment to rent longterm in limassol. 1 bedroom or studio, fully furnished.  areas: mesa gitonia agiou athanasiou  neapolis  linopetra germasogeia i’m working in it. no pets, without bad habits budget up to 1500 euros per month.",0,train
1882,"**аренда | 5-сп вилла | 300 м2 | germasogeia columbia, limassol **|** €5.000** уютный дом в тихом жилом районе • этажность: 2 • расстояние до моря — 2500 м • бытовая техника • мебель • кондиционирование воздуха • центральное отопление • кладовая комната • сад • бассейн • парковка • объект №49158 (видео) обращайтесь к нам для получения дополнительной информации (ru / eng / gr) https://dom.com.cy/catalog/rent/49158/",1,train
1883,"агент .аренда   сдаю 4х. спальный дом в деревни агиос тихонас. дом расположен на холме ,имеет красивый вид на горы . мебель, бытовая техника,бассейн,зона барбекю ,крытая парковка.  цена 2800 € контракт годовой",1,train
1884,"добрый день! ищу квартиру в лимассоле , на долгий срок  бюджет 700-800евро",0,train
1885,"продажа, лимассол, neapoli   агент лиц 367, рег 690    продаются современные 2 сп. апартаменты в 200 м от пляжа:   100 m2  ванные комнаты: 2   парковочное место: 1   a/c  просторный балкон   бассейн (взрослый и детский)  джакузи         кладовка   стоимость: € 480,000  договор от 1 года   за дополнительной информацией обращайтесь в личные сообщения ",0,train
1886,"управляющая компания предлагает в аренду 3 спальный дом в закрытом комплексе через дорогу от моря, район пареклиша. большой закрытый комплекс с двумя бассейнами, сауной, тренажёрным залом и детской площадкой. дом 145м2, полностью меблирован и оборудован. в какой комнате кондиционеры маслинные радиаторы для обогрева. на основном уровне расположена кухня, гостевой санузел, гостиная и большой балкон. на нижнем уровне 3 спальни (главная с ванной), семейная ванная и зона для барбекю с мини кухней. дом сейчас на стадии небольших ремонтных работ. заезд возможен с 1го октября. владелец запрашивает €3500 включая common expenses. возможен торг. можно с животными.",0,train
1887,"**аренда | 3-сп вилла | 150 м2 | protaras, famagusta | €1.200** уютный дом рядом с пляжем • этажность: 2 • расстояние до моря — 250 м • бытовая техника • мебель • кондиционирование воздуха • парковка • бассейн • объект №49277 обращайтесь к нам для получения дополнительной информации (ru / eng / gr) https://dom.com.cy/catalog/rent/49277/",1,train
